No artikel;Q1_Medium;Q2_Krant;Q3_Inspectie;Q4_Kop;Q5_Datum;Q6_Grootte;Q7_Toon;Q8_Person;Q9_Conflict;Q10_Sensatie;Q11_Internationaal;Q11_Rijk;Q11_Provincie;Q11_Gemeente;Q11_Waterschap;Q11_Toezichthouder;Q11_Politiek;Q11_Advocaat;Q11_Privaat;Q11_Burger;Q11_Onderzoeksinstituut;Q11_Media;Q11_BNer;Q11_Stichting;Q11_Belangenvereniging;Q11_Overig;Q12_Internationaal;Q12_Rijk;Q12_Provincie;Q12_Gemeente;Q12_Waterschap;Q12_Toezichthouder;Q12_Politiek;Q12_Advocaat;Q12_Privaat;Q12_Burger;Q12_Onderzoeksinstituut;Q12_Media;Q12_BNer;Q12_Stichting;Q12_Belangenvereniging;Q12_Overig;Q13_Blaam;Q14_Reactie;Q11_Overig_Antwoord;Notitie?
374;1;0;3;Verzeker je woning tegen het onstuimige winterweer;27.12.2014;566;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
265;1;0;5;Vlaardingse dorpsklucht: geluid van schepen martelt de buren;27.12.2016;214;1;2;2;2;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;;
207;2;4;1;Breng toezicht op dierenwelzijn onder bij Justitie;27.12.2022;429;1;1;1;2;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;
288;2;4;1;Leg toezicht op dierenwelzijn bij Justitie;27.12.2022;403;1;1;2;2;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;1;0;
208;1;0;5;Foto's lekkend chemiebedrijf liggen op straat;28.01.2012;634;1;1;2;2;0;0;1;1;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;"Hackerscollectief; Veiligheidregio Rotterdam Rijnmond";
277;2;4;4;Onrust over gaswinning zwelt aan;28.01.2013;673;1;2;2;1;0;1;1;1;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
334;1;0;4;Gaswinning is belangrijk voor schatkist;28.01.2013;527;1;1;2;1;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
418;2;6;5;Onderzoek naar DCMR-rapport VVD: mogelijk vervalsing;28.01.2016;293;1;1;2;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;;
43;1;0;8;Google kreeg verzoek om 160.000 webpagina's te verwijderen;28.01.2019;412;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
53;2;9;8;Uitspraken over GGD-datalek zijn onjuist;28.01.2021;1373;1;1;2;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;"GGD;GGD-GHOR";
112;2;2;8;GGD's maakten het datadieven erg makkelijk;28.01.2021;782;1;1;1;1;0;1;0;0;0;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;GGD, GGD-GHOR;
430;2;1;3;Veel overstappers bij energiebedrijven;28.02.2014;199;2;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
19;1;0;4;Riskante zoutwinning;28.02.2014;691;1;1;1;2;0;1;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
119;1;0;8;Hardinxveld: persoonsgegevens zijn veilig;28.02.2017;262;2;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Informatieveiligheidsdienst voor Gemeenten (IBD);
107;1;0;5;Producent bodemverbeteraar verdacht van vervuiling;28.02.2020;323;1;1;2;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
32;1;0;5;Bedrijven blijken wel veilig;28.03.2011;384;2;1;1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Brandeer;
299;1;0;5;Resultaten onderzoek bromtoon;28.03.2011;272;2;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
234;1;0;8;Datalekken: hype of realiteit?;28.03.2017;502;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
338;1;0;1;Voedselzwendel is big business;28.04.2014;1347;1;1;2;2;1;0;0;0;0;1;1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;Douane;
133;1;0;1;Weer verslaat #Willy als trending topic;28.04.2016;508;2;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Politie;
141;1;0;1;'Dieren verhongeren door armoede onder boeren';28.04.2016;420;1;1;1;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
181;1;0;1;Kille koningsdag verloopt rustig;28.04.2016;269;2;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;"Politie; Rode Kruis";
358;1;0;1;De illusie van volkomen veilig voedsel;28.05.2011;523;2;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Voedingscentrum;
136;1;0;5;Puinhoop op bouwterrein;28.05.2013;443;1;1;2;2;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
377;1;0;5;Nog steeds overtredingen bij raffinaderij van Esso;28.05.2019;159;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
102;1;0;4;Geen lek in injectieput afvalwater Nijensleek';28.05.2019;336;1;1;2;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;;
424;1;0;5;Satelliet meet daling van bodem door gaswinning;28.05.2020;607;2;1;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
144;1;0;4;Gaswinning onder druk doorgezet;28.05.2022;232;2;1;1;1;0;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Maatschap Groningen;
179;1;0;4;Oliereuzen stuurden op hoge winning 2013;28.05.2022;803;1;1;2;2;0;1;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;;
129;1;0;5;Vliegtuigen scheren te dicht langs woonwijken;28.06.2017;307;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
91;1;0;4;Versterkingsadvies;28.06.2018;336;3;1;1;1;0;1;0;0;0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Nationaal Coordinator;
353;2;9;4;Maak vaart met versterkingen in Groningen;28.06.2018;447;2;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
36;2;2;3;Rechter: boete ACM voor NS onterecht;28.06.2019;695;2;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
136;2;2;4;Toezichthouder: alle voorspellingen over de bevingen klopten niet;28.06.2022;388;1;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
165;2;2;4;Academicus Roest: 'Jarenlang was niemand wakker';28.06.2022;293;1;1;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
211;1;0;5;Hoe heeft Odfjell ons dit kunnen aandoen?;28.07.2012;632;1;2;2;2;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;;
239;2;3;5;Tankopslagbedrijf stilgelegd Odfjell slaat op Botlekterrein geen chemicalien meer op totdat blusinstallaties zijn getest;28.07.2012;503;2;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
287;1;0;5;Raadslid: Milieudienst DCMR moet veranderen;28.07.2012;177;2;1;2;2;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;Brandweer;
288;2;2;5;Odfjell legt bedrijf stil na overleg Rotterdam;28.07.2012;271;2;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
154;1;0;5;Kritiek blijft geheim;28.07.2015;426;1;1;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Brandweer;
278;2;9;4;Steeds weer lekt de zoutfabriek van AkzoNobel;28.07.2017;603;1;1;1;1;0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
422;1;0;4;Kritische vragen in Enschede over lekkages AkzoNobel;28.07.2017;172;2;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
97;1;0;2;Snorders in het Oldambt riskeren forse boetes;28.07.2018;351;1;1;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Politie;
413;1;0;3;Heumen zit fout met Laco;28.07.2019;414;1;1;2;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;
220;2;2;3;In crisistijd voltooit Fox Sports de verbouwing van het verdienmodel;28.07.2020;702;2;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;
417;1;0;2;Omwonenden Tata Steel leggen miljoen euro op tafel voor onafhaneklijke milieumetingen bij fabriek;28.07.2021;374;1;1;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;;
29;1;0;1;Inspectie krijgt grip op omstreden kennels;28.08.2018;339;3;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
133;2;4;3;Een veeg uit de pan wegens misleiding: 1 miljoen boete;28.08.2019;307;1;1;2;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
59;2;7;8;Microsoft weer onderzocht om verwerken persoonsgegevens;28.08.2019;414;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
226;1;0;4;SodM eist op alle kritiekpunten actie;28.08.2019;312;2;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
283;1;0;2;Politie valt binnen bij vetbedrijf en huizen in buurt werkendam;28.09.2013;231;2;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Crimineel netwerk;
236;1;0;8;Duitsland pakt Facebook aan;28.09.2016;203;2;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
112;1;0;2;illegale dump via scheepsbrandstof;28.09.2017;688;1;1;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Politie;
320;1;0;2;Dit is een enorm schandaal;28.09.2017;685;1;1;1;2;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Politie;
292;2;2;8;Meewegen religie bij aanvraag wapen leidt tot verwarring;28.09.2018;521;2;1;1;1;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
5;1;0;8;Gegevens inwoners op straat;28.09.2021;451;2;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
295;2;2;1;NVWA: geen grip op fraude visserij;28.09.2022;548;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;
207;1;0;2;Onvoldoende toezicht bij afdekken vuilstortplaats;28.09.2022;682;1;1;2;1;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;;
26;2;4;3;Kijkers van Radar hadden betere vragen voor de premier gehad;28.09.2022;558;1;1;1;2;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;;
391;2;8;3;Jetten kapittelt energiesector;28.09.2022;399;1;1;2;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
132;1;0;4;Inspecteur: NAM zat bij gesprek minister;28.09.2022;327;1;1;2;2;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
162;2;7;4;Oud-inspecteur voerde strijd met ministerie over 'Groningen' ;28.09.2022;308;1;1;1;2;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
282;2;4;4;Sluipende oorlog tussen ministerie en toezichthouder;28.09.2022;532;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
377;1;0;4;Extra personeel voor controle veiligheid;28.10.2011;389;2;1;2;1;0;1;1;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
226;2;2;2;Fyra mislukt door NS en politiek;28.10.2015;644;1;1;2;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;Parlementaire Enquetecommissie;
259;1;0;2;Mansveld bungelt na rapport Fyra-debacle;28.10.2015;490;1;1;2;2;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;Parlementaire Enquetecommissie;
361;2;4;2;Het Fyra-rapport zal veel pijn doen;28.10.2015;1555;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Fyra-commissie;
353;1;0;8;De eenogige bewakers zijn er altijd en overal;28.10.2016;459;2;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
411;1;0;1;Verdwijntruc met mest;28.10.2017;991;2;1;1;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
442;1;0;8;Solllicitant screenen op sociale media mag niet;28.10.2017;199;2;1;1;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
292;2;2;2;Vertraagde vlucht? Op naar de rechter;28.10.2019;1627;1;2;2;1;1;0;0;0;0;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;;
372;1;0;8;Archief ex-advocaat gedumpt;28.10.2020;427;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Bureau Jeugdzorg;
197;1;0;3;Klachten DGB energie blijven binnenkomen, bedrijf zwijgt;28.10.2021;154;2;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
377;2;8;3;Stel scherpte eisen aan stroomleverancier;28.10.2021;361;2;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
179;1;0;5;Geluidsmonitor moet overlast indammen;28.11.2012;330;3;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
333;1;0;5;Proef tegen horecaherrie;28.11.2012;371;2;2;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
285;1;0;4;De kleinste kans op de grootste beving;28.11.2013;800;2;1;1;1;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
389;2;6;4;Erfgoed bedreigd door gasbevingen Groningers eisen helderheld over schade;28.11.2013;450;1;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
82;1;0;1;'Vogels zijn niet ziek, toch moeten we dicht';28.11.2014;315;2;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
137;1;0;2;Vindingrijke rotte appels;28.11.2016;624;1;1;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;;
141;1;0;8;Uber loopt door datalek in Nederland zes ton boete op;28.11.2018;323;2;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
284;1;0;8;Google misbruikt privegegevens;28.11.2018;370;1;1;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;;
341;2;7;8;'Google ontfutselt toestemming over locatie aan gebruikers;28.11.2018;569;1;1;2;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;;
74;1;0;4;NAM verwacht rellen bij dodelijke aardbeving;28.11.2018;207;2;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
373;1;0;4;NAM bereid op volkswoede;28.11.2018;514;1;1;1;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Lokale werkgroep Code Rood;
5;1;0;5;Dow lekt benzeen in de Westerschelde;28.11.2019;203;2;1;1;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
43;1;0;2;Hoogoven van Tata moet minderen met stikstof Rechtszaak Over negen maanden moet de fabriek aan de Europese norm voldoen;28.11.2020;606;1;1;2;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;;
167;1;0;1;Wereldpers dook op de vermeende spil in het paardenvleesschandaal;28.12.2013;1173;1;1;2;2;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;;
427;1;0;8;Nieuw lek: weer info op straat?;28.12.2016;160;2;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
106;2;8;2;Een vijfde vuurwerk deugt niet;28.12.2017;355;1;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Politie;
444;1;0;2;Deel van vuurwerk onveilig;28.12.2019;157;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
195;2;5;2;Je weet dat je gepakt kunt worden;28.12.2021;763;1;3;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
153;2;4;3;Datahonger van consument voorlopig nog niet gestild;28.12.2021;700;2;1;1;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Politie;
347;2;6;1;"Weer lachen in de stal; Vader en zoon van pluimveebedrijf Bos in Barneveld positief over de toekomst na ellende";28.12.2022;805;2;3;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
33;2;6;5;Noodklok over asbsettoezicht;29.01.2010;353;2;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Stortplaatsbeheerder, Landelijk Menldpunt Afvaltstoffen;
441;2;6;5;Administratei honderden sloopklussen klopt niet;29.01.2010;353;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Landelijk Meldpunt Afvalstoffen;
224;1;0;5;Stinkend Vopak begint deze zomer met de bouw van geurverbranders;29.01.2013;265;2;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
302;2;2;4;Voedsel trilt hier uit de schappen Nederland;29.01.2013;709;2;1;1;1;0;1;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
39;1;0;5;Te goed van vertrouwen;29.01.2015;446;2;1;1;2;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
38;1;0;4;Veiligheid is niet zeker';29.01.2015;337;1;1;2;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Vaste commissie Economische Zaken;
41;1;0;4;Is Van der Meijden wel een echte waakhond?;29.01.2015;378;1;1;2;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;;
311;2;7;4;Gasproductie onnodig hoog;29.01.2015;477;2;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
329;2;1;4;Draai aan gaskraan moet, daar zijn ze het over eens;29.01.2015;493;1;1;1;1;0;1;0;0;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
369;1;0;4;Op barricaden tegen injectie afvalwater;29.01.2015;342;1;1;1;2;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;;
245;1;0;5;Stank van fabriek dure grap;29.01.2016;417;1;2;2;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
98;2;1;3;De cowboys van Alliander laten zich niet temmen;29.01.2016;909;2;1;1;2;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
7;2;2;1;Doet NVWA genoeg tegen importeurs illegaal hout?;29.01.2020;487;1;1;2;2;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;;
445;2;6;2;Onder vuur na stakingen;29.01.2020;106;1;1;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;;
439;1;0;1;NVWA en House of Animals in actie tegen broodfok in Brabant;29.01.2021;226;1;1;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;;
135;1;0;8;Gevoelige data nog niet verwijderd uit lek GGD-systeem;29.01.2021;543;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;GGD;
11;1;0;1;Vaker bestrijdingsmiddelen in Nederlandse groente en fruit;29.01.2022;346;1;1;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;Voedingscentrum;
10;2;2;5;"Rotterdam is nog geen 'koploper duurzaamheid'; 2 Duurzaam De stad loopt nog ver achter op de eigen klimaatdoelen";29.01.2022;864;1;1;1;1;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
102;2;4;3;Fusie RTL en Talpa staat op losse schroeven;29.01.2022;380;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
